Nome_Produto,Categoria_Produto,Total_Produtos_Vendidos,Total_Categoria_Vendida,Lucro_Total,Status_Alerta
"Furadeira 568",Ferramentas,1467,133253,-542345.81,"Alerta: Preço Base Muito Maior"
"Bola 436",Brinquedos,1467,157064,-251116.67,"Alerta: Preço Base Muito Maior"
"Mesa 662",Móveis,1467,142063,-189599.08,"Alerta: Preço Base Muito Maior"
"Sofá 248",Móveis,1466,142063,-443445.4,"Alerta: Preço Base Muito Maior"
"Vestido 496",Roupas,1465,158263,-183350.27,"Alerta: Preço Base Muito Maior"
"Sofá 766",Móveis,1465,142063,-272332.13,"Alerta: Preço Base Muito Maior"
"Camiseta 229",Roupas,1464,158263,-104951.44,"Alerta: Preço Base Muito Maior"
"Jogo de tabuleiro 924",Brinquedos,1464,157064,6840.08,"Alerta: Preço Base Muito Maior"
"Arroz 402",Alimentos,1464,135868,-310138.35,"Alerta: Preço Base Muito Maior"
"Feijão 218",Alimentos,1464,135868,-533424.67,"Alerta: Preço Base Muito Maior"
"Boneca 880",Brinquedos,1464,157064,-377082.05,"Alerta: Preço Base Muito Maior"
"Calça 281",Roupas,1463,158263,-313194.36,"Alerta: Preço Base Muito Maior"
"Câmera 856",Eletrônicos,1463,134599,-429107.4,"Alerta: Preço Base Muito Maior"
"Sofá 409",Móveis,1463,142063,-23280.88,"Alerta: Preço Base Muito Maior"
"Jaqueta 946",Roupas,1463,158263,-234985.34,"Alerta: Preço Base Muito Maior"
"História 347",Livros,1463,190052,-306090.85,"Alerta: Preço Base Muito Maior"
"Vaso de planta 207","Casa e Jardim",1463,149160,-449901.2,"Alerta: Preço Base Muito Maior"
"Jogo de ferramentas 928","Casa e Jardim",1462,149160,-530681.13,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 403",Esportes,1462,144928,-113490.98,"Alerta: Preço Base Muito Maior"
"Carrinho 972",Brinquedos,1462,157064,-99268.31,"Alerta: Preço Base Muito Maior"
"Carrinho 924",Brinquedos,1462,157064,-281346.98,"Alerta: Preço Base Muito Maior"
"Fone de ouvido 665",Eletrônicos,1461,134599,-551316.32,"Alerta: Preço Base Muito Maior"
"Perfume 762",Beleza,1461,148734,-542033.58,"Alerta: Preço Base Muito Maior"
"Jogo de tabuleiro 562",Brinquedos,1460,157064,-539150.09,"Alerta: Preço Base Muito Maior"
"Skate 771",Esportes,1460,144928,-60341.89,"Alerta: Preço Base Muito Maior"
"Arroz 237",Alimentos,1460,135868,-144667.65,"Alerta: Preço Base Muito Maior"
"Carrinho 702",Brinquedos,1460,157064,-563006.23,"Alerta: Preço Base Muito Maior"
"Lâmpada 467","Casa e Jardim",1460,149160,-287165.85,"Alerta: Preço Base Muito Maior"
"Jogo de tabuleiro 143",Brinquedos,1459,157064,97354.58,"Alerta: Preço Base Muito Maior"
"Carne 330",Alimentos,1459,135868,-396869.86,"Alerta: Preço Base Muito Maior"
"Alicate 843",Ferramentas,1459,133253,60798.99,"Alerta: Preço Base Muito Maior"
"Tapete 876","Casa e Jardim",1459,149160,-244883.74,"Alerta: Preço Base Muito Maior"
"Skate 645",Esportes,1459,144928,-921.85,"Alerta: Preço Base Muito Maior"
"Vaso de planta 152","Casa e Jardim",1458,149160,-1037.01,"Alerta: Preço Base Muito Maior"
"Lâmpada 983","Casa e Jardim",1458,149160,-96506.29,"Alerta: Preço Base Muito Maior"
"Cadeira 799",Móveis,1458,142063,-565740.54,"Alerta: Preço Base Muito Maior"
"Cama 197",Móveis,1458,142063,-75461.99,"Alerta: Preço Base Muito Maior"
"Guarda-roupa 556",Móveis,1458,142063,-470533.75,"Alerta: Preço Base Muito Maior"
"Jogo de ferramentas 385","Casa e Jardim",1458,149160,-72189.09,"Alerta: Preço Base Muito Maior"
"Serra 717",Ferramentas,1458,133253,-102371.91,"Alerta: Preço Base Muito Maior"
"TV 982",Eletrônicos,1457,134599,-545646.99,"Alerta: Preço Base Muito Maior"
"Camiseta 385",Roupas,1456,158263,-164810.33,"Alerta: Preço Base Muito Maior"
"Bicicleta 182",Brinquedos,1456,157064,-518250.55,"Alerta: Preço Base Muito Maior"
"Shampoo 749",Beleza,1456,148734,-431706.29,"Alerta: Preço Base Muito Maior"
"Vestido 719",Roupas,1456,158263,-141001.67,"Alerta: Preço Base Muito Maior"
"Infantil 820",Livros,1455,190052,-211727.48,"Alerta: Preço Base Muito Maior"
"Bola 435",Brinquedos,1455,157064,76496.11,"Alerta: Preço Base Muito Maior"
"Smartphone 730",Eletrônicos,1455,134599,-289903.36,"Alerta: Preço Base Muito Maior"
"Creme hidratante 837",Beleza,1454,148734,-521058.42,"Alerta: Preço Base Muito Maior"
"Calça 319",Roupas,1454,158263,-574209.79,"Alerta: Preço Base Muito Maior"
"Arroz 289",Alimentos,1454,135868,61936.94,"Alerta: Preço Base Muito Maior"
"Tapete 832","Casa e Jardim",1454,149160,-425863.12,"Alerta: Preço Base Muito Maior"
"Infantil 592",Livros,1454,190052,-399305.27,"Alerta: Preço Base Muito Maior"
"Infantil 449",Livros,1454,190052,-461319.51,"Alerta: Preço Base Muito Maior"
"Sofá 416",Móveis,1453,142063,-292733.72,"Alerta: Preço Base Muito Maior"
"Biografia 673",Livros,1453,190052,-213693.22,"Alerta: Preço Base Muito Maior"
"Skate 822",Esportes,1453,144928,-354255.3,"Alerta: Preço Base Muito Maior"
"Mesa 792",Móveis,1453,142063,-361738.49,"Alerta: Preço Base Muito Maior"
"Frango 470",Alimentos,1453,135868,-458772.64,"Alerta: Preço Base Muito Maior"
"Cama 589",Móveis,1453,142063,-117846.74,"Alerta: Preço Base Muito Maior"
"Bola 248",Brinquedos,1453,157064,-139296.68,"Alerta: Preço Base Muito Maior"
"Smartphone 103",Eletrônicos,1452,134599,-10377.35,"Alerta: Preço Base Muito Maior"
"Carne 391",Alimentos,1452,135868,107963.72,"Alerta: Preço Base Muito Maior"
"Bicicleta 651",Brinquedos,1452,157064,32835.07,"Alerta: Preço Base Muito Maior"
"Carrinho 645",Brinquedos,1451,157064,-397225.25,"Alerta: Preço Base Muito Maior"
"Serra 723",Ferramentas,1451,133253,-422364.67,"Alerta: Preço Base Muito Maior"
"Infantil 452",Livros,1450,190052,136048.74,"Alerta: Preço Base Muito Maior"
"Martelo 463",Ferramentas,1450,133253,-142174.93,"Alerta: Preço Base Muito Maior"
"Sapato 930",Roupas,1449,158263,-470463.68,"Alerta: Preço Base Muito Maior"
"Notebook 955",Eletrônicos,1449,134599,-55173.52,"Alerta: Preço Base Muito Maior"
"Smartphone 400",Eletrônicos,1449,134599,-102527.17,"Alerta: Preço Base Muito Maior"
"Furadeira 352",Ferramentas,1449,133253,-368264.96,"Alerta: Preço Base Muito Maior"
"Arroz 286",Alimentos,1448,135868,-184152.82,"Alerta: Preço Base Muito Maior"
"Bola 973",Brinquedos,1448,157064,-451019.15,"Alerta: Preço Base Muito Maior"
"Serra 754",Ferramentas,1448,133253,-524198.88,"Alerta: Preço Base Muito Maior"
"Câmera 332",Eletrônicos,1448,134599,-342906.28,"Alerta: Preço Base Muito Maior"
"Biografia 167",Livros,1447,190052,-293650.57,"Alerta: Preço Base Muito Maior"
"Jogo de ferramentas 652","Casa e Jardim",1447,149160,-82604.9,"Alerta: Preço Base Muito Maior"
"Bola de futebol 113",Esportes,1447,144928,85686.67,"Alerta: Preço Base Muito Maior"
"Chave de fenda 496",Ferramentas,1447,133253,-172947.1,"Alerta: Preço Base Muito Maior"
"Romance 875",Livros,1447,190052,-369061.21,"Alerta: Preço Base Muito Maior"
"Sofá 448",Móveis,1446,142063,-234088.37,"Alerta: Preço Base Muito Maior"
"História 910",Livros,1446,190052,-262375,"Alerta: Preço Base Muito Maior"
"Macarrão 728",Alimentos,1446,135868,-102686.35,"Alerta: Preço Base Muito Maior"
"Smartphone 688",Eletrônicos,1446,134599,-456027.25,"Alerta: Preço Base Muito Maior"
"Carrinho 946",Brinquedos,1445,157064,-100448.89,"Alerta: Preço Base Muito Maior"
"Jaqueta 961",Roupas,1445,158263,-536222.62,"Alerta: Preço Base Muito Maior"
"Alicate 517",Ferramentas,1445,133253,-201959.11,"Alerta: Preço Base Muito Maior"
"História 652",Livros,1444,190052,-185897.36,"Alerta: Preço Base Muito Maior"
"Camisa de time 116",Esportes,1443,144928,-212952.39,"Alerta: Preço Base Muito Maior"
"Guarda-roupa 895",Móveis,1443,142063,-566485.97,"Alerta: Preço Base Muito Maior"
"Cortina 740","Casa e Jardim",1443,149160,-336010.19,"Alerta: Preço Base Muito Maior"
"Bicicleta 971",Brinquedos,1442,157064,-3610.99,"Alerta: Preço Base Muito Maior"
"Bola 979",Brinquedos,1441,157064,-477276.45,"Alerta: Preço Base Muito Maior"
"Bola de futebol 508",Esportes,1441,144928,-103065.4,"Alerta: Preço Base Muito Maior"
"Tapete 684","Casa e Jardim",1441,149160,-165265.44,"Alerta: Preço Base Muito Maior"
"Boneca 281",Brinquedos,1441,157064,-110487.14,"Alerta: Preço Base Muito Maior"
"Carrinho 866",Brinquedos,1441,157064,-335858.95,"Alerta: Preço Base Muito Maior"
"Cama 947",Móveis,1440,142063,-120900.51,"Alerta: Preço Base Muito Maior"
"Lâmpada 758","Casa e Jardim",1439,149160,-210076.02,"Alerta: Preço Base Muito Maior"
"Carne 722",Alimentos,1439,135868,-218116.48,"Alerta: Preço Base Muito Maior"
"Cama 101",Móveis,1439,142063,-476670.92,"Alerta: Preço Base Muito Maior"
"Sapato 611",Roupas,1439,158263,145376.48,"Alerta: Preço Base Muito Maior"
"Chave de fenda 180",Ferramentas,1439,133253,-485941.2,"Alerta: Preço Base Muito Maior"
"Guarda-roupa 464",Móveis,1439,142063,45743.77,"Alerta: Preço Base Muito Maior"
"Martelo 280",Ferramentas,1439,133253,-101103.36,"Alerta: Preço Base Muito Maior"
"Vestido 668",Roupas,1439,158263,-439698.67,"Alerta: Preço Base Muito Maior"
"Bicicleta 826",Brinquedos,1439,157064,-511470.63,"Alerta: Preço Base Muito Maior"
"Notebook 985",Eletrônicos,1438,134599,-267645.64,"Alerta: Preço Base Muito Maior"
"Vaso de planta 808","Casa e Jardim",1438,149160,-368661.61,"Alerta: Preço Base Muito Maior"
"Jaqueta 735",Roupas,1437,158263,-541576.17,"Alerta: Preço Base Muito Maior"
"Calça 290",Roupas,1437,158263,-43323.39,"Alerta: Preço Base Muito Maior"
"Vaso de planta 344","Casa e Jardim",1436,149160,-264839.47,"Alerta: Preço Base Muito Maior"
"Skate 577",Esportes,1436,144928,-248692.2,"Alerta: Preço Base Muito Maior"
"Infantil 981",Livros,1436,190052,-540208.06,"Alerta: Preço Base Muito Maior"
"Frango 298",Alimentos,1436,135868,49144.84,"Alerta: Preço Base Muito Maior"
"Macarrão 882",Alimentos,1435,135868,-65691.12,"Alerta: Preço Base Muito Maior"
"Câmera 799",Eletrônicos,1435,134599,-81287.42,"Alerta: Preço Base Muito Maior"
"Ficção Científica 736",Livros,1435,190052,-153363.36,"Alerta: Preço Base Muito Maior"
"Alicate 942",Ferramentas,1434,133253,118592.83,"Alerta: Preço Base Muito Maior"
"Jogo de ferramentas 190","Casa e Jardim",1433,149160,4557.3,"Alerta: Preço Base Muito Maior"
"Camisa de time 415",Esportes,1433,144928,-53554.79,"Alerta: Preço Base Muito Maior"
"Boneca 470",Brinquedos,1433,157064,89144.74,"Alerta: Preço Base Muito Maior"
"Chave de fenda 723",Ferramentas,1433,133253,59201.94,"Alerta: Preço Base Muito Maior"
"Creme hidratante 649",Beleza,1432,148734,-397653.88,"Alerta: Preço Base Muito Maior"
"Maquiagem 603",Beleza,1431,148734,-385041.07,"Alerta: Preço Base Muito Maior"
"Jogo de ferramentas 962","Casa e Jardim",1431,149160,-355811.12,"Alerta: Preço Base Muito Maior"
"Mesa 373",Móveis,1431,142063,-75935.98,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 322",Esportes,1430,144928,-496850.42,"Alerta: Preço Base Muito Maior"
"Romance 640",Livros,1430,190052,-207937.11,"Alerta: Preço Base Muito Maior"
"Chave de fenda 286",Ferramentas,1430,133253,-1522.32,"Alerta: Preço Base Muito Maior"
"Perfume 426",Beleza,1430,148734,-37411.69,"Alerta: Preço Base Muito Maior"
"Perfume 882",Beleza,1428,148734,-185103.52,"Alerta: Preço Base Muito Maior"
"Cortina 452","Casa e Jardim",1427,149160,-148738.81,"Alerta: Preço Base Muito Maior"
"Camisa de time 666",Esportes,1426,144928,-539284.68,"Alerta: Preço Base Muito Maior"
"Bola de futebol 805",Esportes,1426,144928,-48954.32,"Alerta: Preço Base Muito Maior"
"Perfume 770",Beleza,1426,148734,-293776.14,"Alerta: Preço Base Muito Maior"
"Câmera 427",Eletrônicos,1426,134599,41434.35,"Alerta: Preço Base Muito Maior"
"Furadeira 775",Ferramentas,1425,133253,32358.48,"Alerta: Preço Base Muito Maior"
"Jogo de ferramentas 700","Casa e Jardim",1425,149160,-187067.78,"Alerta: Preço Base Muito Maior"
"Skate 557",Esportes,1424,144928,-515576.29,"Alerta: Preço Base Muito Maior"
"Skate 846",Esportes,1424,144928,-10016.33,"Alerta: Preço Base Muito Maior"
"Feijão 389",Alimentos,1424,135868,-337563.18,"Alerta: Preço Base Muito Maior"
"Camiseta 901",Roupas,1424,158263,109466.33,"Alerta: Preço Base Muito Maior"
"Cortina 822","Casa e Jardim",1423,149160,-122845.93,"Alerta: Preço Base Muito Maior"
"Arroz 618",Alimentos,1423,135868,-126029.72,"Alerta: Preço Base Muito Maior"
"Furadeira 532",Ferramentas,1423,133253,-188885.05,"Alerta: Preço Base Muito Maior"
"Macarrão 725",Alimentos,1423,135868,-285694.41,"Alerta: Preço Base Muito Maior"
"Chave de fenda 564",Ferramentas,1423,133253,-396601.05,"Alerta: Preço Base Muito Maior"
"Câmera 457",Eletrônicos,1423,134599,-498754.49,"Alerta: Preço Base Muito Maior"
"Cortina 748","Casa e Jardim",1422,149160,-60326.97,"Alerta: Preço Base Muito Maior"
"Sapato 389",Roupas,1422,158263,-26166.53,"Alerta: Preço Base Muito Maior"
"Tênis de corrida 881",Esportes,1422,144928,-183644.1,"Alerta: Preço Base Muito Maior"
"Ficção Científica 157",Livros,1422,190052,-458670.16,"Alerta: Preço Base Muito Maior"
"Creme hidratante 730",Beleza,1421,148734,-439950.47,"Alerta: Preço Base Muito Maior"
"História 475",Livros,1421,190052,-511292.58,"Alerta: Preço Base Muito Maior"
"Vestido 387",Roupas,1421,158263,-101847.08,"Alerta: Preço Base Muito Maior"
"Tênis de corrida 608",Esportes,1420,144928,-263612.35,"Alerta: Preço Base Muito Maior"
"Martelo 973",Ferramentas,1420,133253,-65111.9,"Alerta: Preço Base Muito Maior"
"Feijão 568",Alimentos,1419,135868,-444671.84,"Alerta: Preço Base Muito Maior"
"Camiseta 306",Roupas,1419,158263,-354035.81,"Alerta: Preço Base Muito Maior"
"Cadeira 855",Móveis,1418,142063,-150900.84,"Alerta: Preço Base Muito Maior"
"Condicionador 304",Beleza,1418,148734,-36469.06,"Alerta: Preço Base Muito Maior"
"Tênis de corrida 922",Esportes,1418,144928,-217491.88,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 376",Esportes,1417,144928,-14521.83,"Alerta: Preço Base Muito Maior"
"Skate 861",Esportes,1417,144928,-396972.19,"Alerta: Preço Base Muito Maior"
"Sapato 434",Roupas,1417,158263,-29034.64,"Alerta: Preço Base Muito Maior"
"Infantil 655",Livros,1417,190052,125806.85,"Alerta: Preço Base Muito Maior"
"Frango 876",Alimentos,1416,135868,-41620.02,"Alerta: Preço Base Muito Maior"
"Creme hidratante 958",Beleza,1416,148734,-412159.01,"Alerta: Preço Base Muito Maior"
"Tapete 642","Casa e Jardim",1416,149160,-524081.8,"Alerta: Preço Base Muito Maior"
"Skate 293",Esportes,1415,144928,-270678.24,"Alerta: Preço Base Muito Maior"
"Arroz 485",Alimentos,1415,135868,90600.2,"Alerta: Preço Base Muito Maior"
"Camisa de time 962",Esportes,1414,144928,134841.27,"Alerta: Preço Base Muito Maior"
"Lâmpada 697","Casa e Jardim",1414,149160,-489647.07,"Alerta: Preço Base Muito Maior"
"Bicicleta 453",Brinquedos,1414,157064,-34970.77,"Alerta: Preço Base Muito Maior"
"História 775",Livros,1414,190052,123213.53,"Alerta: Preço Base Muito Maior"
"Calça 691",Roupas,1412,158263,-210585.55,"Alerta: Preço Base Muito Maior"
"Furadeira 679",Ferramentas,1412,133253,68066.33,"Alerta: Preço Base Muito Maior"
"Chave de fenda 266",Ferramentas,1411,133253,19554.45,"Alerta: Preço Base Muito Maior"
"Bicicleta 998",Brinquedos,1410,157064,-345754.07,"Alerta: Preço Base Muito Maior"
"Tênis de corrida 523",Esportes,1410,144928,-437899.26,"Alerta: Preço Base Muito Maior"
"Sapato 255",Roupas,1410,158263,-431478.16,"Alerta: Preço Base Muito Maior"
"Cortina 896","Casa e Jardim",1410,149160,-200525.95,"Alerta: Preço Base Muito Maior"
"Cama 382",Móveis,1410,142063,128062.44,"Alerta: Preço Base Muito Maior"
"Creme hidratante 453",Beleza,1409,148734,-153049.12,"Alerta: Preço Base Muito Maior"
"Condicionador 700",Beleza,1408,148734,-259205.38,"Alerta: Preço Base Muito Maior"
"Vaso de planta 568","Casa e Jardim",1408,149160,-450970.03,"Alerta: Preço Base Muito Maior"
"Sofá 618",Móveis,1408,142063,-420030.65,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 511",Esportes,1408,144928,-273704.52,"Alerta: Preço Base Muito Maior"
"Alicate 284",Ferramentas,1406,133253,-474621.36,"Alerta: Preço Base Muito Maior"
"Shampoo 113",Beleza,1406,148734,-89789.19,"Alerta: Preço Base Muito Maior"
"Vaso de planta 261","Casa e Jardim",1406,149160,44617.93,"Alerta: Preço Base Muito Maior"
"Chave de fenda 250",Ferramentas,1406,133253,60274.82,"Alerta: Preço Base Muito Maior"
"Martelo 590",Ferramentas,1405,133253,-540496.61,"Alerta: Preço Base Muito Maior"
"Câmera 914",Eletrônicos,1404,134599,-117366.02,"Alerta: Preço Base Muito Maior"
"Serra 224",Ferramentas,1404,133253,-492620.57,"Alerta: Preço Base Muito Maior"
"Mesa 329",Móveis,1403,142063,-200294,"Alerta: Preço Base Muito Maior"
"Boneca 955",Brinquedos,1403,157064,-398159.1,"Alerta: Preço Base Muito Maior"
"Skate 999",Esportes,1403,144928,-302187.38,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 528",Esportes,1402,144928,-505561.98,"Alerta: Preço Base Muito Maior"
"Frango 534",Alimentos,1402,135868,55085.97,"Alerta: Preço Base Muito Maior"
"Martelo 944",Ferramentas,1401,133253,106675.49,"Alerta: Preço Base Muito Maior"
"Cama 352",Móveis,1401,142063,-233212.41,"Alerta: Preço Base Muito Maior"
"Calça 458",Roupas,1401,158263,36780.3,"Alerta: Preço Base Muito Maior"
"Chave de fenda 896",Ferramentas,1401,133253,-533898.12,"Alerta: Preço Base Muito Maior"
"Carrinho 159",Brinquedos,1399,157064,-297340.99,"Alerta: Preço Base Muito Maior"
"Biografia 407",Livros,1398,190052,-301484.62,"Alerta: Preço Base Muito Maior"
"Cortina 401","Casa e Jardim",1398,149160,-527116.71,"Alerta: Preço Base Muito Maior"
"Infantil 371",Livros,1398,190052,-55112.31,"Alerta: Preço Base Muito Maior"
"Vaso de planta 237","Casa e Jardim",1398,149160,-508312.15,"Alerta: Preço Base Muito Maior"
"Condicionador 227",Beleza,1398,148734,-103780.21,"Alerta: Preço Base Muito Maior"
"Bola de futebol 562",Esportes,1398,144928,-187635.14,"Alerta: Preço Base Muito Maior"
"Calça 643",Roupas,1397,158263,-211295.57,"Alerta: Preço Base Muito Maior"
"Cortina 856","Casa e Jardim",1397,149160,-210033.64,"Alerta: Preço Base Muito Maior"
"TV 434",Eletrônicos,1397,134599,-183497.12,"Alerta: Preço Base Muito Maior"
"Boneca 500",Brinquedos,1397,157064,59140.68,"Alerta: Preço Base Muito Maior"
"Sapato 504",Roupas,1396,158263,-101523.53,"Alerta: Preço Base Muito Maior"
"Mesa 829",Móveis,1396,142063,-129664.76,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 322",Esportes,1396,144928,-522900.87,"Alerta: Preço Base Muito Maior"
"Cama 202",Móveis,1396,142063,-298896.69,"Alerta: Preço Base Muito Maior"
"Creme hidratante 338",Beleza,1396,148734,-305086.18,"Alerta: Preço Base Muito Maior"
"Perfume 413",Beleza,1396,148734,-2866.37,"Alerta: Preço Base Muito Maior"
"Condicionador 172",Beleza,1396,148734,69573.24,"Alerta: Preço Base Muito Maior"
"Condicionador 437",Beleza,1396,148734,17096.9,"Alerta: Preço Base Muito Maior"
"Alicate 700",Ferramentas,1395,133253,-22662.36,"Alerta: Preço Base Muito Maior"
"Camiseta 900",Roupas,1395,158263,-509338.96,"Alerta: Preço Base Muito Maior"
"Notebook 938",Eletrônicos,1395,134599,-313081.32,"Alerta: Preço Base Muito Maior"
"Frango 325",Alimentos,1394,135868,-527006.91,"Alerta: Preço Base Muito Maior"
"Romance 110",Livros,1394,190052,-178958.93,"Alerta: Preço Base Muito Maior"
"Cortina 351","Casa e Jardim",1393,149160,-332348.47,"Alerta: Preço Base Muito Maior"
"Bola de futebol 355",Esportes,1393,144928,-228853.09,"Alerta: Preço Base Muito Maior"
"Furadeira 812",Ferramentas,1393,133253,68434.38,"Alerta: Preço Base Muito Maior"
"Vestido 164",Roupas,1392,158263,-76776.44,"Alerta: Preço Base Muito Maior"
"Cortina 432","Casa e Jardim",1392,149160,44839.78,"Alerta: Preço Base Muito Maior"
"Bola 117",Brinquedos,1392,157064,-343534.58,"Alerta: Preço Base Muito Maior"
"Biografia 871",Livros,1392,190052,-255127.24,"Alerta: Preço Base Muito Maior"
"Infantil 258",Livros,1391,190052,-377331.76,"Alerta: Preço Base Muito Maior"
"Jaqueta 875",Roupas,1391,158263,-186901.53,"Alerta: Preço Base Muito Maior"
"Skate 443",Esportes,1390,144928,-173017.29,"Alerta: Preço Base Muito Maior"
"Furadeira 626",Ferramentas,1390,133253,-286681.32,"Alerta: Preço Base Muito Maior"
"Creme hidratante 904",Beleza,1389,148734,-374604.25,"Alerta: Preço Base Muito Maior"
"Boneca 562",Brinquedos,1389,157064,-2229.61,"Alerta: Preço Base Muito Maior"
"Sofá 352",Móveis,1389,142063,110567.59,"Alerta: Preço Base Muito Maior"
"Guarda-roupa 558",Móveis,1389,142063,-266321.35,"Alerta: Preço Base Muito Maior"
"Vestido 382",Roupas,1388,158263,-481836.28,"Alerta: Preço Base Muito Maior"
"Tênis de corrida 196",Esportes,1388,144928,-207483.26,"Alerta: Preço Base Muito Maior"
"Sofá 552",Móveis,1387,142063,-326096.35,"Alerta: Preço Base Muito Maior"
"Carne 600",Alimentos,1386,135868,-317642.5,"Alerta: Preço Base Muito Maior"
"Ficção Científica 432",Livros,1385,190052,41631.39,"Alerta: Preço Base Muito Maior"
"Jogo de ferramentas 545","Casa e Jardim",1384,149160,-392001.94,"Alerta: Preço Base Muito Maior"
"Vestido 498",Roupas,1384,158263,-485484.81,"Alerta: Preço Base Muito Maior"
"Smartphone 784",Eletrônicos,1383,134599,-234632.37,"Alerta: Preço Base Muito Maior"
"Ficção Científica 582",Livros,1383,190052,-480817.72,"Alerta: Preço Base Muito Maior"
"Cadeira 761",Móveis,1382,142063,-96604.3,"Alerta: Preço Base Muito Maior"
"História 891",Livros,1382,190052,-435501.17,"Alerta: Preço Base Muito Maior"
"Jogo de tabuleiro 984",Brinquedos,1381,157064,8142.23,"Alerta: Preço Base Muito Maior"
"Ficção Científica 241",Livros,1381,190052,-476369.04,"Alerta: Preço Base Muito Maior"
"Jogo de tabuleiro 563",Brinquedos,1380,157064,-122548.34,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 426",Esportes,1380,144928,-234011.87,"Alerta: Preço Base Muito Maior"
"Cama 420",Móveis,1380,142063,-20933.75,"Alerta: Preço Base Muito Maior"
"Carrinho 308",Brinquedos,1379,157064,-356628.37,"Alerta: Preço Base Muito Maior"
"Cadeira 229",Móveis,1379,142063,32772.3,"Alerta: Preço Base Muito Maior"
"Camisa de time 668",Esportes,1379,144928,84115.78,"Alerta: Preço Base Muito Maior"
"Arroz 133",Alimentos,1379,135868,-517961.58,"Alerta: Preço Base Muito Maior"
"Jogo de tabuleiro 309",Brinquedos,1379,157064,-423293.15,"Alerta: Preço Base Muito Maior"
"Frango 454",Alimentos,1378,135868,-300525.76,"Alerta: Preço Base Muito Maior"
"Tênis de corrida 233",Esportes,1378,144928,-56641.69,"Alerta: Preço Base Muito Maior"
"Raquete de tênis 927",Esportes,1377,144928,-435042.97,"Alerta: Preço Base Muito Maior"
"Creme hidratante 802",Beleza,1377,148734,99208.92,"Alerta: Preço Base Muito Maior"
"Cadeira 461",Móveis,1377,142063,-534323.75,"Alerta: Preço Base Muito Maior"
"História 921",Livros,1376,190052,63707.53,"Alerta: Preço Base Muito Maior"
"Shampoo 529",Beleza,1376,148734,-77802.88,"Alerta: Preço Base Muito Maior"
"Creme hidratante 106",Beleza,1376,148734,74418.32,"Alerta: Preço Base Muito Maior"
"Sofá 881",Móveis,1375,142063,93115.27,"Alerta: Preço Base Muito Maior"
"Bola de futebol 939",Esportes,1374,144928,97468.59,"Alerta: Preço Base Muito Maior"
"Bola 933",Brinquedos,1374,157064,15398.49,"Alerta: Preço Base Muito Maior"
"Shampoo 397",Beleza,1374,148734,124655.26,"Alerta: Preço Base Muito Maior"
"Macarrão 146",Alimentos,1373,135868,-335374.86,"Alerta: Preço Base Muito Maior"
"História 483",Livros,1373,190052,-78577.54,"Alerta: Preço Base Muito Maior"
"Camisa de time 917",Esportes,1373,144928,-32180.22,"Alerta: Preço Base Muito Maior"
"Guarda-roupa 720",Móveis,1373,142063,-327044.04,"Alerta: Preço Base Muito Maior"
"Sapato 399",Roupas,1372,158263,-483110.93,"Alerta: Preço Base Muito Maior"
"Feijão 160",Alimentos,1371,135868,-299327.73,"Alerta: Preço Base Muito Maior"
"Infantil 746",Livros,1371,190052,-326806.37,"Alerta: Preço Base Muito Maior"
"Bola 206",Brinquedos,1371,157064,-322680.4,"Alerta: Preço Base Muito Maior"
"Infantil 902",Livros,1370,190052,-431496.58,"Alerta: Preço Base Muito Maior"
"Skate 567",Esportes,1370,144928,-382485.38,"Alerta: Preço Base Muito Maior"
"Smartphone 920",Eletrônicos,1369,134599,-215428.36,"Alerta: Preço Base Muito Maior"
"Romance 350",Livros,1368,190052,-438220.21,"Alerta: Preço Base Muito Maior"
"Camisa de time 357",Esportes,1368,144928,-113171.97,"Alerta: Preço Base Muito Maior"
"Bicicleta 581",Brinquedos,1366,157064,-484903.52,"Alerta: Preço Base Muito Maior"
"Biografia 506",Livros,1365,190052,-372063.88,"Alerta: Preço Base Muito Maior"
"História 707",Livros,1365,190052,-281638.96,"Alerta: Preço Base Muito Maior"
"História 375",Livros,1363,190052,-392287.7,"Alerta: Preço Base Muito Maior"
"Macarrão 593",Alimentos,1363,135868,-69827.23,"Alerta: Preço Base Muito Maior"
"Biografia 201",Livros,1363,190052,-365656.61,"Alerta: Preço Base Muito Maior"
"Cama 270",Móveis,1363,142063,-423026.77,"Alerta: Preço Base Muito Maior"
"Tênis de corrida 327",Esportes,1362,144928,-183331.46,"Alerta: Preço Base Muito Maior"
"TV 555",Eletrônicos,1362,134599,46372.29,"Alerta: Preço Base Muito Maior"
"Jogo de ferramentas 627","Casa e Jardim",1361,149160,-78661.43,"Alerta: Preço Base Muito Maior"
"Shampoo 422",Beleza,1360,148734,-113779.12,"Alerta: Preço Base Muito Maior"
"Perfume 451",Beleza,1359,148734,-507299.19,"Alerta: Preço Base Muito Maior"
"Skate 171",Esportes,1359,144928,-533336.15,"Alerta: Preço Base Muito Maior"
