ID_Loja,Nome_Loja,Cidade,Pais
1409,Loja 1409,São Paulo,Brasil
1410,Loja 1410,Túnis,Tunísia
1411,Loja 1411,Trípoli,Líbia
1412,Loja 1412,Teerã,Irã
1413,Loja 1413,Buenos Aires,Argentina
1414,Loja 1414,Buenos Aires,Argentina
1415,Loja 1415,Santiago,Chile
1416,Loja 1416,Cabul,Afeganistão
1417,Loja 1417,Kuala Lumpur,Malásia
1418,Loja 1418,Bogotá,Colômbia
1419,Loja 1419,Nova Deli,Índia
1420,Loja 1420,Jacarta,Indonésia
1421,Loja 1421,Kinshasa,República Democrática do Congo
1422,Loja 1422,Jacarta,Indonésia
1423,Loja 1423,Roma,Itália
1424,Loja 1424,Túnis,Tunísia
1425,Loja 1425,Manila,Filipinas
1426,Loja 1426,Paris,França
1427,Loja 1427,Toronto,Canadá
1428,Loja 1428,Madri,Espanha
1429,Loja 1429,Bagdá,Iraque
1430,Loja 1430,Hong Kong,Hong Kong
1431,Loja 1431,Teerã,Irã
1432,Loja 1432,Hong Kong,Hong Kong
1433,Loja 1433,Madri,Espanha
1434,Loja 1434,Amã,Jordânia
1435,Loja 1435,Hanói,Vietnã
1436,Loja 1436,Seul,Coreia do Sul
1437,Loja 1437,Yangon,Mianmar
1438,Loja 1438,Berlim,Alemanha
1439,Loja 1439,Lima,Peru
1440,Loja 1440,Islamabad,Paquistão
1441,Loja 1441,Islamabad,Paquistão
1442,Loja 1442,Jerusalém,Israel
1443,Loja 1443,Santiago,Chile
1444,Loja 1444,Madri,Espanha
1445,Loja 1445,Tóquio,Japão
1446,Loja 1446,Londres,Reino Unido
1447,Loja 1447,Amã,Jordânia
1448,Loja 1448,Seul,Coreia do Sul
1449,Loja 1449,Jacarta,Indonésia
1450,Loja 1450,Paris,França
1451,Loja 1451,Colombo,Sri Lanka
1452,Loja 1452,Islamabad,Paquistão
1453,Loja 1453,Trípoli,Líbia
1454,Loja 1454,Lagos,Nigéria
1455,Loja 1455,Katmandu,Nepal
1456,Loja 1456,Riyadh,Arábia Saudita
1457,Loja 1457,Tóquio,Japão
1458,Loja 1458,Rio de Janeiro,Brasil
1459,Loja 1459,Cabul,Afeganistão
1460,Loja 1460,Kinshasa,República Democrática do Congo
1461,Loja 1461,Johannesburg,África do Sul
1462,Loja 1462,Seul,Coreia do Sul
1463,Loja 1463,Buenos Aires,Argentina
1464,Loja 1464,Paris,França
1465,Loja 1465,Sydney,Austrália
1466,Loja 1466,Amã,Jordânia
1467,Loja 1467,Los Angeles,Estados Unidos
1468,Loja 1468,Bangkok,Tailândia
1469,Loja 1469,Tóquio,Japão
1470,Loja 1470,Paris,França
1471,Loja 1471,Tóquio,Japão
1472,Loja 1472,Manila,Filipinas
1473,Loja 1473,Phnom Penh,Camboja
1474,Loja 1474,Casablanca,Marrocos
1475,Loja 1475,Nova York,Estados Unidos
1476,Loja 1476,Colombo,Sri Lanka
1477,Loja 1477,Tóquio,Japão
1478,Loja 1478,Argel,Argélia
1479,Loja 1479,Hong Kong,Hong Kong
1480,Loja 1480,Lagos,Nigéria
1481,Loja 1481,Dhaka,Bangladesh
1482,Loja 1482,Teerã,Irã
1483,Loja 1483,Riyadh,Arábia Saudita
1484,Loja 1484,Doha,Catar
1485,Loja 1485,Moscou,Rússia
1486,Loja 1486,Nova Deli,Índia
1487,Loja 1487,Moscou,Rússia
1488,Loja 1488,Cairo,Egito
1489,Loja 1489,Berlim,Alemanha
1490,Loja 1490,Nairobi,Quênia
1491,Loja 1491,Doha,Catar
1492,Loja 1492,Islamabad,Paquistão
1493,Loja 1493,Phnom Penh,Camboja
1494,Loja 1494,Taipei,Taiwan
1495,Loja 1495,Pequim,China
1496,Loja 1496,Lagos,Nigéria
1497,Loja 1497,Abu Dhabi,Emirados Árabes Unidos
1498,Loja 1498,Istambul,Turquia
1499,Loja 1499,Paris,França
1500,Loja 1500,Cidade do México,México
1501,Loja 1501,Osaka,Japão
1502,Loja 1502,Dakar,Senegal
1503,Loja 1503,Phnom Penh,Camboja
1504,Loja 1504,Yangon,Mianmar
1505,Loja 1505,Damasco,Síria
1506,Loja 1506,Dhaka,Bangladesh
1507,Loja 1507,Phnom Penh,Camboja
1508,Loja 1508,Túnis,Tunísia
1509,Loja 1509,Argel,Argélia
1510,Loja 1510,Cabul,Afeganistão
1511,Loja 1511,Damasco,Síria
1512,Loja 1512,Doha,Catar
1513,Loja 1513,Taipei,Taiwan
1514,Loja 1514,Cairo,Egito
1515,Loja 1515,Argel,Argélia
1516,Loja 1516,Hanói,Vietnã
1517,Loja 1517,Bangkok,Tailândia
1518,Loja 1518,Casablanca,Marrocos
1519,Loja 1519,Bagdá,Iraque
1520,Loja 1520,Santiago,Chile
1521,Loja 1521,Nairobi,Quênia
1522,Loja 1522,Trípoli,Líbia
1523,Loja 1523,Beirute,Líbano
1524,Loja 1524,Amã,Jordânia
1525,Loja 1525,Nairobi,Quênia
1526,Loja 1526,Katmandu,Nepal
1527,Loja 1527,Mumbai,Índia
1528,Loja 1528,Paris,França
1529,Loja 1529,Islamabad,Paquistão
1530,Loja 1530,Johannesburg,África do Sul
1531,Loja 1531,Argel,Argélia
1532,Loja 1532,Túnis,Tunísia
1533,Loja 1533,Cingapura,Singapura
1534,Loja 1534,Toronto,Canadá
1535,Loja 1535,Nova York,Estados Unidos
1536,Loja 1536,São Paulo,Brasil
1537,Loja 1537,Buenos Aires,Argentina
1538,Loja 1538,Rio de Janeiro,Brasil
1539,Loja 1539,Nairobi,Quênia
1540,Loja 1540,Nova York,Estados Unidos
1541,Loja 1541,Istambul,Turquia
1542,Loja 1542,Lima,Peru
1543,Loja 1543,Damasco,Síria
1544,Loja 1544,Cingapura,Singapura
1545,Loja 1545,Argel,Argélia
1546,Loja 1546,Kinshasa,República Democrática do Congo
1547,Loja 1547,Jerusalém,Israel
1548,Loja 1548,Roma,Itália
1549,Loja 1549,Abu Dhabi,Emirados Árabes Unidos
1550,Loja 1550,Johannesburg,África do Sul
1551,Loja 1551,Paris,França
1552,Loja 1552,Colombo,Sri Lanka
1553,Loja 1553,Paris,França
1554,Loja 1554,Phnom Penh,Camboja
1555,Loja 1555,Paris,França
1556,Loja 1556,Johannesburg,África do Sul
1557,Loja 1557,Cidade do México,México
1558,Loja 1558,Trípoli,Líbia
1559,Loja 1559,Amã,Jordânia
1560,Loja 1560,Jacarta,Indonésia
1561,Loja 1561,Santiago,Chile
1562,Loja 1562,Cairo,Egito
1563,Loja 1563,Johannesburg,África do Sul
1564,Loja 1564,Nova York,Estados Unidos
1565,Loja 1565,Riyadh,Arábia Saudita
1566,Loja 1566,Dakar,Senegal
1567,Loja 1567,Yangon,Mianmar
1568,Loja 1568,Katmandu,Nepal
1569,Loja 1569,Tóquio,Japão
1570,Loja 1570,Jacarta,Indonésia
1571,Loja 1571,Cairo,Egito
1572,Loja 1572,Túnis,Tunísia
1573,Loja 1573,Lagos,Nigéria
1574,Loja 1574,Rio de Janeiro,Brasil
1575,Loja 1575,Beirute,Líbano
1576,Loja 1576,Islamabad,Paquistão
1577,Loja 1577,Dakar,Senegal
1578,Loja 1578,Dubai,Emirados Árabes Unidos
1579,Loja 1579,Bangkok,Tailândia
1580,Loja 1580,Santiago,Chile
1581,Loja 1581,Casablanca,Marrocos
1582,Loja 1582,Islamabad,Paquistão
1583,Loja 1583,Taipei,Taiwan
1584,Loja 1584,Madri,Espanha
1585,Loja 1585,Berlim,Alemanha
1586,Loja 1586,Kuala Lumpur,Malásia
1587,Loja 1587,Sydney,Austrália
1588,Loja 1588,Bangkok,Tailândia
1589,Loja 1589,Jerusalém,Israel
1590,Loja 1590,Nairobi,Quênia
1591,Loja 1591,Cairo,Egito
1592,Loja 1592,Berlim,Alemanha
1593,Loja 1593,Seul,Coreia do Sul
1594,Loja 1594,Teerã,Irã
1595,Loja 1595,Istambul,Turquia
1596,Loja 1596,Cingapura,Singapura
1597,Loja 1597,Cairo,Egito
1598,Loja 1598,Nova York,Estados Unidos
1599,Loja 1599,Argel,Argélia
1600,Loja 1600,Tóquio,Japão
1601,Loja 1601,Seul,Coreia do Sul
1602,Loja 1602,Casablanca,Marrocos
1603,Loja 1603,Teerã,Irã
1604,Loja 1604,Amã,Jordânia
1605,Loja 1605,Madri,Espanha
1606,Loja 1606,Los Angeles,Estados Unidos
1607,Loja 1607,Pequim,China
1608,Loja 1608,Los Angeles,Estados Unidos
1609,Loja 1609,Casablanca,Marrocos
1610,Loja 1610,Riyadh,Arábia Saudita
1611,Loja 1611,Manila,Filipinas
1612,Loja 1612,Seul,Coreia do Sul
1613,Loja 1613,Rio de Janeiro,Brasil
1614,Loja 1614,Bogotá,Colômbia
1615,Loja 1615,Taipei,Taiwan
1616,Loja 1616,Dhaka,Bangladesh
1617,Loja 1617,Kuala Lumpur,Malásia
1618,Loja 1618,Tóquio,Japão
1619,Loja 1619,Lagos,Nigéria
1620,Loja 1620,Santiago,Chile
1621,Loja 1621,Kinshasa,República Democrática do Congo
1622,Loja 1622,Seul,Coreia do Sul
1623,Loja 1623,Lagos,Nigéria
1624,Loja 1624,Phnom Penh,Camboja
1625,Loja 1625,Tóquio,Japão
1626,Loja 1626,Seul,Coreia do Sul
1627,Loja 1627,Istambul,Turquia
1628,Loja 1628,Dubai,Emirados Árabes Unidos
1629,Loja 1629,Pequim,China
1630,Loja 1630,Phnom Penh,Camboja
1631,Loja 1631,Argel,Argélia
1632,Loja 1632,Damasco,Síria
1633,Loja 1633,Teerã,Irã
1634,Loja 1634,Istambul,Turquia
1635,Loja 1635,Berlim,Alemanha
1636,Loja 1636,Kyoto,Japão
1637,Loja 1637,Damasco,Síria
1638,Loja 1638,Teerã,Irã
1639,Loja 1639,Seul,Coreia do Sul
1640,Loja 1640,Nova Deli,Índia
1641,Loja 1641,Bagdá,Iraque
1642,Loja 1642,Buenos Aires,Argentina
1643,Loja 1643,Beirute,Líbano
1644,Loja 1644,Yangon,Mianmar
1645,Loja 1645,Buenos Aires,Argentina
1646,Loja 1646,Trípoli,Líbia
1647,Loja 1647,Jerusalém,Israel
1648,Loja 1648,Lagos,Nigéria
1649,Loja 1649,Cairo,Egito
1650,Loja 1650,Seul,Coreia do Sul
1651,Loja 1651,Seul,Coreia do Sul
1652,Loja 1652,Kuala Lumpur,Malásia
1653,Loja 1653,Abu Dhabi,Emirados Árabes Unidos
1654,Loja 1654,Yangon,Mianmar
1655,Loja 1655,Londres,Reino Unido
1656,Loja 1656,Jacarta,Indonésia
1657,Loja 1657,Islamabad,Paquistão
1658,Loja 1658,Londres,Reino Unido
1659,Loja 1659,Bogotá,Colômbia
1660,Loja 1660,Nairobi,Quênia
1661,Loja 1661,Londres,Reino Unido
1662,Loja 1662,Cingapura,Singapura
1663,Loja 1663,Túnis,Tunísia
1664,Loja 1664,Paris,França
1665,Loja 1665,Argel,Argélia
1666,Loja 1666,Abu Dhabi,Emirados Árabes Unidos
1667,Loja 1667,Cingapura,Singapura
1668,Loja 1668,Tóquio,Japão
1669,Loja 1669,Cabul,Afeganistão
1670,Loja 1670,Amã,Jordânia
1671,Loja 1671,Paris,França
1672,Loja 1672,Teerã,Irã
1673,Loja 1673,Nova Deli,Índia
1674,Loja 1674,Amã,Jordânia
1675,Loja 1675,Damasco,Síria
1676,Loja 1676,Berlim,Alemanha
1677,Loja 1677,Osaka,Japão
1678,Loja 1678,Paris,França
1679,Loja 1679,Rio de Janeiro,Brasil
1680,Loja 1680,Bogotá,Colômbia
1681,Loja 1681,Beirute,Líbano
1682,Loja 1682,Sydney,Austrália
1683,Loja 1683,Seul,Coreia do Sul
1684,Loja 1684,Doha,Catar
1685,Loja 1685,Nova York,Estados Unidos
1686,Loja 1686,Dakar,Senegal
1687,Loja 1687,Amã,Jordânia
1688,Loja 1688,Doha,Catar
1689,Loja 1689,Trípoli,Líbia
1690,Loja 1690,São Paulo,Brasil
1691,Loja 1691,Trípoli,Líbia
1692,Loja 1692,Dhaka,Bangladesh
1693,Loja 1693,Dakar,Senegal
1694,Loja 1694,Manila,Filipinas
1695,Loja 1695,Cairo,Egito
1696,Loja 1696,Nova Deli,Índia
1697,Loja 1697,Dhaka,Bangladesh
1698,Loja 1698,Santiago,Chile
1699,Loja 1699,Phnom Penh,Camboja
1700,Loja 1700,Dubai,Emirados Árabes Unidos
1701,Loja 1701,Hong Kong,Hong Kong
1702,Loja 1702,Dubai,Emirados Árabes Unidos
1703,Loja 1703,Katmandu,Nepal
1704,Loja 1704,Bangkok,Tailândia
1705,Loja 1705,Bagdá,Iraque
1706,Loja 1706,Buenos Aires,Argentina
1707,Loja 1707,Lagos,Nigéria
1708,Loja 1708,Kyoto,Japão
1709,Loja 1709,Jacarta,Indonésia
1710,Loja 1710,Madri,Espanha
1711,Loja 1711,Kuala Lumpur,Malásia
1712,Loja 1712,Seul,Coreia do Sul
1713,Loja 1713,Mumbai,Índia
1714,Loja 1714,Hanói,Vietnã
1715,Loja 1715,Roma,Itália
1716,Loja 1716,Bangkok,Tailândia
1717,Loja 1717,Buenos Aires,Argentina
1718,Loja 1718,Tóquio,Japão
1719,Loja 1719,Sydney,Austrália
1720,Loja 1720,Madri,Espanha
1721,Loja 1721,Doha,Catar
1722,Loja 1722,Taipei,Taiwan
1723,Loja 1723,Santiago,Chile
1724,Loja 1724,Moscou,Rússia
1725,Loja 1725,Cabul,Afeganistão
1726,Loja 1726,Phnom Penh,Camboja
1727,Loja 1727,Kuala Lumpur,Malásia
1728,Loja 1728,Londres,Reino Unido
1729,Loja 1729,Hanói,Vietnã
1730,Loja 1730,Bogotá,Colômbia
1731,Loja 1731,Túnis,Tunísia
1732,Loja 1732,Osaka,Japão
1733,Loja 1733,Abu Dhabi,Emirados Árabes Unidos
1734,Loja 1734,Túnis,Tunísia
1735,Loja 1735,Johannesburg,África do Sul
1736,Loja 1736,Kyoto,Japão
1737,Loja 1737,Cidade do México,México
1738,Loja 1738,Cingapura,Singapura
1739,Loja 1739,Buenos Aires,Argentina
1740,Loja 1740,Seul,Coreia do Sul
1741,Loja 1741,Islamabad,Paquistão
1742,Loja 1742,Osaka,Japão
1743,Loja 1743,Trípoli,Líbia
1744,Loja 1744,Teerã,Irã
1745,Loja 1745,Hanói,Vietnã
1746,Loja 1746,Teerã,Irã
1747,Loja 1747,Kinshasa,República Democrática do Congo
1748,Loja 1748,Taipei,Taiwan
1749,Loja 1749,Lima,Peru
1750,Loja 1750,Jacarta,Indonésia
1751,Loja 1751,Hong Kong,Hong Kong
1752,Loja 1752,Londres,Reino Unido
1753,Loja 1753,Sydney,Austrália
1754,Loja 1754,São Paulo,Brasil
1755,Loja 1755,Cairo,Egito
1756,Loja 1756,Pequim,China
1757,Loja 1757,Doha,Catar
1758,Loja 1758,Tóquio,Japão
1759,Loja 1759,Cairo,Egito
1760,Loja 1760,Trípoli,Líbia
1761,Loja 1761,Bagdá,Iraque
1762,Loja 1762,Katmandu,Nepal
1763,Loja 1763,Cingapura,Singapura
1764,Loja 1764,Trípoli,Líbia
1765,Loja 1765,Madri,Espanha
1766,Loja 1766,Taipei,Taiwan
1767,Loja 1767,Abu Dhabi,Emirados Árabes Unidos
1768,Loja 1768,Cidade do México,México
1769,Loja 1769,Santiago,Chile
1770,Loja 1770,Riyadh,Arábia Saudita
1771,Loja 1771,Beirute,Líbano
1772,Loja 1772,Nairobi,Quênia
1773,Loja 1773,Amã,Jordânia
1774,Loja 1774,Cingapura,Singapura
1775,Loja 1775,Hanói,Vietnã
1776,Loja 1776,Mumbai,Índia
1777,Loja 1777,Toronto,Canadá
1778,Loja 1778,Dakar,Senegal
1779,Loja 1779,Cairo,Egito
1780,Loja 1780,Cabul,Afeganistão
1781,Loja 1781,Amã,Jordânia
1782,Loja 1782,Osaka,Japão
1783,Loja 1783,Kinshasa,República Democrática do Congo
1784,Loja 1784,Colombo,Sri Lanka
1785,Loja 1785,Londres,Reino Unido
1786,Loja 1786,Nairobi,Quênia
1787,Loja 1787,Nova Deli,Índia
1788,Loja 1788,Seul,Coreia do Sul
1789,Loja 1789,Cairo,Egito
1790,Loja 1790,Trípoli,Líbia
1791,Loja 1791,Nova York,Estados Unidos
1792,Loja 1792,Katmandu,Nepal
1793,Loja 1793,Lagos,Nigéria
1794,Loja 1794,Dhaka,Bangladesh
1795,Loja 1795,Seul,Coreia do Sul
1796,Loja 1796,Katmandu,Nepal
1797,Loja 1797,Phnom Penh,Camboja
1798,Loja 1798,Yangon,Mianmar
1799,Loja 1799,Nova Deli,Índia
1800,Loja 1800,Berlim,Alemanha
1801,Loja 1801,Kyoto,Japão
1802,Loja 1802,Sydney,Austrália
1803,Loja 1803,Yangon,Mianmar
1804,Loja 1804,Cingapura,Singapura
1805,Loja 1805,Cidade do México,México
1806,Loja 1806,Katmandu,Nepal
1807,Loja 1807,Amã,Jordânia
1808,Loja 1808,Bangkok,Tailândia
1809,Loja 1809,Cabul,Afeganistão
1810,Loja 1810,Rio de Janeiro,Brasil
1811,Loja 1811,Riyadh,Arábia Saudita
1812,Loja 1812,Buenos Aires,Argentina
1813,Loja 1813,Berlim,Alemanha
1814,Loja 1814,Moscou,Rússia
1815,Loja 1815,Hanói,Vietnã
1816,Loja 1816,Dakar,Senegal
1817,Loja 1817,Katmandu,Nepal
1818,Loja 1818,Casablanca,Marrocos
1819,Loja 1819,Dubai,Emirados Árabes Unidos
1820,Loja 1820,Cabul,Afeganistão
1821,Loja 1821,Roma,Itália
1822,Loja 1822,Moscou,Rússia
1823,Loja 1823,Argel,Argélia
1824,Loja 1824,Bogotá,Colômbia
1825,Loja 1825,Londres,Reino Unido
1826,Loja 1826,Phnom Penh,Camboja
1827,Loja 1827,Tóquio,Japão
1828,Loja 1828,Doha,Catar
1829,Loja 1829,Cingapura,Singapura
1830,Loja 1830,Jerusalém,Israel
1831,Loja 1831,Istambul,Turquia
1832,Loja 1832,Dubai,Emirados Árabes Unidos
1833,Loja 1833,Damasco,Síria
1834,Loja 1834,Bangkok,Tailândia
1835,Loja 1835,Manila,Filipinas
1836,Loja 1836,Los Angeles,Estados Unidos
1837,Loja 1837,Colombo,Sri Lanka
1838,Loja 1838,Mumbai,Índia
1839,Loja 1839,Seul,Coreia do Sul
1840,Loja 1840,Nova Deli,Índia
1841,Loja 1841,Johannesburg,África do Sul
1842,Loja 1842,Tóquio,Japão
1843,Loja 1843,Kyoto,Japão
1844,Loja 1844,Kuala Lumpur,Malásia
1845,Loja 1845,Jerusalém,Israel
1846,Loja 1846,Islamabad,Paquistão
1847,Loja 1847,Kinshasa,República Democrática do Congo
1848,Loja 1848,Abu Dhabi,Emirados Árabes Unidos
1849,Loja 1849,Roma,Itália
1850,Loja 1850,Damasco,Síria
1851,Loja 1851,Phnom Penh,Camboja
1852,Loja 1852,Los Angeles,Estados Unidos
1853,Loja 1853,Damasco,Síria
1854,Loja 1854,Paris,França
1855,Loja 1855,Teerã,Irã
1856,Loja 1856,Islamabad,Paquistão
1857,Loja 1857,Nova Deli,Índia
1858,Loja 1858,Taipei,Taiwan
1859,Loja 1859,Sydney,Austrália
1860,Loja 1860,Túnis,Tunísia
1861,Loja 1861,Riyadh,Arábia Saudita
1862,Loja 1862,Jacarta,Indonésia
1863,Loja 1863,Paris,França
1864,Loja 1864,Cidade do México,México
1865,Loja 1865,Bogotá,Colômbia
1866,Loja 1866,Osaka,Japão
1867,Loja 1867,Jerusalém,Israel
1868,Loja 1868,São Paulo,Brasil
1869,Loja 1869,Jerusalém,Israel
1870,Loja 1870,Kuala Lumpur,Malásia
1871,Loja 1871,Mumbai,Índia
1872,Loja 1872,Cabul,Afeganistão
1873,Loja 1873,Hong Kong,Hong Kong
1874,Loja 1874,Abu Dhabi,Emirados Árabes Unidos
1875,Loja 1875,Kinshasa,República Democrática do Congo
1876,Loja 1876,Trípoli,Líbia
1877,Loja 1877,Istambul,Turquia
1878,Loja 1878,Cairo,Egito
1879,Loja 1879,Kyoto,Japão
1880,Loja 1880,Bogotá,Colômbia
1881,Loja 1881,Túnis,Tunísia
1882,Loja 1882,Osaka,Japão
1883,Loja 1883,São Paulo,Brasil
1884,Loja 1884,Lagos,Nigéria
1885,Loja 1885,Lima,Peru
1886,Loja 1886,Buenos Aires,Argentina
1887,Loja 1887,Amã,Jordânia
1888,Loja 1888,Lagos,Nigéria
1889,Loja 1889,Madri,Espanha
1890,Loja 1890,Lima,Peru
1891,Loja 1891,Riyadh,Arábia Saudita
1892,Loja 1892,Túnis,Tunísia
1893,Loja 1893,Jacarta,Indonésia
1894,Loja 1894,Taipei,Taiwan
1895,Loja 1895,Riyadh,Arábia Saudita
1896,Loja 1896,Manila,Filipinas
1897,Loja 1897,São Paulo,Brasil
1898,Loja 1898,Kinshasa,República Democrática do Congo
1899,Loja 1899,Londres,Reino Unido
1900,Loja 1900,Bagdá,Iraque
1901,Loja 1901,Kinshasa,República Democrática do Congo
1902,Loja 1902,Toronto,Canadá
1903,Loja 1903,Yangon,Mianmar
1904,Loja 1904,Cidade do México,México
1905,Loja 1905,Amã,Jordânia
1906,Loja 1906,Cairo,Egito
1907,Loja 1907,Los Angeles,Estados Unidos
1908,Loja 1908,Santiago,Chile
1909,Loja 1909,Kinshasa,República Democrática do Congo
1910,Loja 1910,Katmandu,Nepal
1911,Loja 1911,Nairobi,Quênia
1912,Loja 1912,Doha,Catar
1913,Loja 1913,Bangkok,Tailândia
1914,Loja 1914,Paris,França
1915,Loja 1915,Seul,Coreia do Sul
1916,Loja 1916,Hong Kong,Hong Kong
1917,Loja 1917,Osaka,Japão
1918,Loja 1918,Nova Deli,Índia
1919,Loja 1919,Seul,Coreia do Sul
1920,Loja 1920,Beirute,Líbano
1921,Loja 1921,Kuala Lumpur,Malásia
1922,Loja 1922,Argel,Argélia
1923,Loja 1923,Los Angeles,Estados Unidos
1924,Loja 1924,Katmandu,Nepal
1925,Loja 1925,Dubai,Emirados Árabes Unidos
1926,Loja 1926,Kinshasa,República Democrática do Congo
1927,Loja 1927,Yangon,Mianmar
1928,Loja 1928,Mumbai,Índia
1929,Loja 1929,Casablanca,Marrocos
1930,Loja 1930,Damasco,Síria
1931,Loja 1931,Yangon,Mianmar
1932,Loja 1932,Osaka,Japão
1933,Loja 1933,Buenos Aires,Argentina
1934,Loja 1934,Londres,Reino Unido
1935,Loja 1935,Cingapura,Singapura
1936,Loja 1936,Istambul,Turquia
1937,Loja 1937,Tóquio,Japão
1938,Loja 1938,São Paulo,Brasil
1939,Loja 1939,Katmandu,Nepal
1940,Loja 1940,Islamabad,Paquistão
1941,Loja 1941,Katmandu,Nepal
1942,Loja 1942,Cidade do México,México
1943,Loja 1943,Paris,França
1944,Loja 1944,Mumbai,Índia
1945,Loja 1945,São Paulo,Brasil
1946,Loja 1946,Trípoli,Líbia
1947,Loja 1947,Seul,Coreia do Sul
1948,Loja 1948,Seul,Coreia do Sul
1949,Loja 1949,Seul,Coreia do Sul
1950,Loja 1950,Teerã,Irã
1951,Loja 1951,Cabul,Afeganistão
1952,Loja 1952,Istambul,Turquia
1953,Loja 1953,Jacarta,Indonésia
1954,Loja 1954,Buenos Aires,Argentina
1955,Loja 1955,Santiago,Chile
1956,Loja 1956,Rio de Janeiro,Brasil
1957,Loja 1957,Bagdá,Iraque
1958,Loja 1958,Moscou,Rússia
1959,Loja 1959,Osaka,Japão
1960,Loja 1960,Teerã,Irã
1961,Loja 1961,Damasco,Síria
1962,Loja 1962,Pequim,China
1963,Loja 1963,Lima,Peru
1964,Loja 1964,Madri,Espanha
1965,Loja 1965,Cingapura,Singapura
1966,Loja 1966,Sydney,Austrália
1967,Loja 1967,Kuala Lumpur,Malásia
1968,Loja 1968,Sydney,Austrália
1969,Loja 1969,Phnom Penh,Camboja
1970,Loja 1970,Doha,Catar
1971,Loja 1971,Nova York,Estados Unidos
1972,Loja 1972,Trípoli,Líbia
1973,Loja 1973,Seul,Coreia do Sul
1974,Loja 1974,Jerusalém,Israel
1975,Loja 1975,Lagos,Nigéria
1976,Loja 1976,Doha,Catar
1977,Loja 1977,Jacarta,Indonésia
1978,Loja 1978,Mumbai,Índia
1979,Loja 1979,Nairobi,Quênia
1980,Loja 1980,Sydney,Austrália
1981,Loja 1981,Hanói,Vietnã
1982,Loja 1982,Mumbai,Índia
1983,Loja 1983,Buenos Aires,Argentina
1984,Loja 1984,Riyadh,Arábia Saudita
1985,Loja 1985,Manila,Filipinas
1986,Loja 1986,Túnis,Tunísia
1987,Loja 1987,Buenos Aires,Argentina
1988,Loja 1988,Doha,Catar
1989,Loja 1989,Beirute,Líbano
1990,Loja 1990,Sydney,Austrália
1991,Loja 1991,Argel,Argélia
1992,Loja 1992,Casablanca,Marrocos
1993,Loja 1993,Seul,Coreia do Sul
1994,Loja 1994,Colombo,Sri Lanka
1995,Loja 1995,São Paulo,Brasil
1996,Loja 1996,Amã,Jordânia
1997,Loja 1997,São Paulo,Brasil
1998,Loja 1998,Hong Kong,Hong Kong
1999,Loja 1999,Cidade do México,México
2000,Loja 2000,Argel,Argélia
2001,Loja 2001,Buenos Aires,Argentina
2002,Loja 2002,Hong Kong,Hong Kong
2003,Loja 2003,Nairobi,Quênia
2004,Loja 2004,Lagos,Nigéria
2005,Loja 2005,Paris,França
2006,Loja 2006,Nairobi,Quênia
2007,Loja 2007,Doha,Catar
2008,Loja 2008,Los Angeles,Estados Unidos
2009,Loja 2009,Bangkok,Tailândia
2010,Loja 2010,Beirute,Líbano
2011,Loja 2011,Nova York,Estados Unidos
2012,Loja 2012,Abu Dhabi,Emirados Árabes Unidos
2013,Loja 2013,Taipei,Taiwan
2014,Loja 2014,Túnis,Tunísia
2015,Loja 2015,Roma,Itália
2016,Loja 2016,Toronto,Canadá
2017,Loja 2017,Doha,Catar
2018,Loja 2018,Paris,França
2019,Loja 2019,Jacarta,Indonésia
2020,Loja 2020,Lima,Peru
2021,Loja 2021,Cairo,Egito
2022,Loja 2022,Hanói,Vietnã
2023,Loja 2023,Moscou,Rússia
2024,Loja 2024,Madri,Espanha
2025,Loja 2025,Kuala Lumpur,Malásia
2026,Loja 2026,Seul,Coreia do Sul
2027,Loja 2027,Argel,Argélia
2028,Loja 2028,Kyoto,Japão
2029,Loja 2029,Kinshasa,República Democrática do Congo
2030,Loja 2030,Trípoli,Líbia
2031,Loja 2031,Hanói,Vietnã
2032,Loja 2032,Los Angeles,Estados Unidos
2033,Loja 2033,Osaka,Japão
2034,Loja 2034,Trípoli,Líbia
2035,Loja 2035,Jerusalém,Israel
2036,Loja 2036,Istambul,Turquia
2037,Loja 2037,Doha,Catar
2038,Loja 2038,Manila,Filipinas
2039,Loja 2039,Taipei,Taiwan
2040,Loja 2040,Riyadh,Arábia Saudita
2041,Loja 2041,Cairo,Egito
2042,Loja 2042,São Paulo,Brasil
2043,Loja 2043,Islamabad,Paquistão
2044,Loja 2044,Cabul,Afeganistão
2045,Loja 2045,Damasco,Síria
2046,Loja 2046,Kinshasa,República Democrática do Congo
2047,Loja 2047,Phnom Penh,Camboja
2048,Loja 2048,Hanói,Vietnã
2049,Loja 2049,Osaka,Japão
2050,Loja 2050,Seul,Coreia do Sul
2051,Loja 2051,Sydney,Austrália
2052,Loja 2052,Rio de Janeiro,Brasil
2053,Loja 2053,São Paulo,Brasil
2054,Loja 2054,Jerusalém,Israel
2055,Loja 2055,Hanói,Vietnã
2056,Loja 2056,Paris,França
2057,Loja 2057,Seul,Coreia do Sul
2058,Loja 2058,Cingapura,Singapura
2059,Loja 2059,Tóquio,Japão
2060,Loja 2060,Johannesburg,África do Sul
2061,Loja 2061,Pequim,China
2062,Loja 2062,Cidade do México,México
2063,Loja 2063,Seul,Coreia do Sul
2064,Loja 2064,Dubai,Emirados Árabes Unidos
2065,Loja 2065,Dhaka,Bangladesh
